"Date","Bookmaker","Tipster","Sport","Category","Competition","Type of bet","Free bet","Live","Type","Label of bet","Odds","Stake","Gain","Winning bonus","Commission","Profit","State","Closing Odds","Comment"
"07/01/2024 00:59","Bet365","Yuca","Football","","","","","","Simple","O2.5 LA",1.728,6000,10368,"","",4368,"Won","",""
"07/01/2024 00:59","PlayDoit","Yuca","Football","","","","","","Simple","Panamá ",1.666,6000,9996,"","",3996,"Won","",""
"07/01/2024 00:31","Bet365","Yuca","Football","","","","","","Simple","Sta -0.25",1.975,3000,0,"","",0,"Canceled","",""
"06/30/2024 19:48","Bet365","Yuca","Football","","","","","","Simple","Over 3 Houston II",1.9,3000,5700,"","",2700,"Won","",""
"06/30/2024 19:42","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Dos laredos",1.777,3500,6219.5,"","",2719.5,"Won","",""
"06/30/2024 15:48","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Tigers ",1.909,3500,6681.5,"","",3181.5,"Won","",""
"06/30/2024 15:23","Bet365","Guatepicks","Football","","","","","","Simple","Gustan ",1.76,1500,-1500,"","",-1500,"Lost","",""
"06/30/2024 14:52","Bet365","Yuca","Football","","","","","","Simple","O3 live ",1.625,3000,4875,"","",1875,"Won","",""
"06/30/2024 13:48","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Overs",1.78,2250,-2250,"","",-2250,"Lost","",""
"06/30/2024 13:10","Bet365","Yuca","Football","","","","","","Simple","Detroit ",1.925,3000,5775,"","",2775,"Won","",""
"06/30/2024 12:56","Bet365","Guatepicks","Football","","","","","","Simple","Medellin",1.8,1500,2700,"","",1200,"Won","",""
"06/30/2024 12:19","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","Under 8.5 Yankees ",1.76,3500,-3500,"","",-3500,"Lost","",""
"06/30/2024 11:38","Bet365","Yuca","Football","","","","","","Simple","Davis ",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/29/2024 19:40","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Leones ",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/29/2024 17:53","PlayDoit","DJ Serch","Football","","","","","","Simple","Monreal ",1.75,3000,5250,"","",2250,"Won","",""
"06/29/2024 17:52","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Leon y lagunas ",2.643,3000,7929,"","",4929,"Won","",""
"06/29/2024 16:24","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","Cubs",1.85,3500,6475,"","",2975,"Won","",""
"06/29/2024 14:51","Bet365","Turco","Football","","","","","","Simple","Pinches alemanes ",2,3750,-3750,"","",-3750,"Lost","",""
"06/29/2024 12:54","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies",1.57,3000,-3000,"","",-3000,"Lost","",""
"06/29/2024 12:25","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Leon -1",2250,2,4500,"","",4498,"Won","",""
"06/29/2024 01:26","PlayDoit","Vidente","Tennis","","","","","","Simple","Meza",1.92,3000,5760,"","",2760,"Won","",""
"06/29/2024 00:50","Bet365","Yuca","Football","","","","","","Simple","AFF ",1.53,3375,5163.75,"","",1788.75,"Won","",""
"06/28/2024 20:26","PlayDoit","DavidM","Basketball","","","","","","Simple","Necedad ",1.77,1850,-1850,"","",-1850,"Lost","",""
"06/28/2024 19:28","Bet365","Yuca","Football","","","","","","Simple","O3 LA II",1.9,3000,5700,"","",2700,"Won","",""
"06/28/2024 15:25","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Astros",2,3150,-3150,"","",-3150,"Lost","",""
"06/28/2024 14:17","PlayDoit","DJ Serch","Football","","","","","","Simple","USA",1.77,3750,-3750,"","",-3750,"Lost","",""
"06/28/2024 11:58","Bet365","Yuca","Football","","","","","","Simple","O2.5 ",1.909,3000,5727,"","",2727,"Won","",""
"06/28/2024 11:57","Bet365","Yuca","Football","","","","","","Simple","O2.5 molde",1.75,3000,-3000,"","",-3000,"Lost","",""
"06/27/2024 19:56","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","O10.5 leon",1.728,3000,5184,"","",2184,"Won","",""
"06/27/2024 19:54","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Dos laredos",1.83,3000,5490,"","",2490,"Won","",""
"06/27/2024 19:31","Bet365","DJ Serch","Basketball","","","","","","Simple","Zulia",1.66,3000,-3000,"","",-3000,"Lost","",""
"06/27/2024 17:27","Bet365","Yuca","Football","","","","","","Simple","O2.5 cincci",1.75,3000,-3000,"","",-3000,"Lost","",""
"06/27/2024 15:58","Bet365","Guatepicks","Football","","","","","","Simple","Belgrano",1.65,2250,3712.5,"","",1462.5,"Won","",""
"06/27/2024 15:56","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Royals ",1.95,3000,5850,"","",2850,"Won","",""
"06/27/2024 15:40","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies -1.5",1.715,3000,-3000,"","",-3000,"Lost","",""
"06/27/2024 15:29","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","U9 ",1.8,6000,-6000,"","",-6000,"Lost","",""
"06/26/2024 23:04","PlayDoit","Vidente","Tennis","","","","","","Simple","Kessler",1.87,3000,5610,"","",2610,"Won","",""
"06/26/2024 20:13","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Águila ",1.54,4500,-4500,"","",-4500,"Lost","",""
"06/26/2024 18:01","Bet365","Guatepicks","Football","","","","","","Simple","Venezuela ",1.6,2250,3600,"","",1350,"Won","",""
"06/26/2024 17:40","Bet365","Dino ","Baseball","","","","","","Simple","Twins",1.83,3000,5490,"","",2490,"Won","",""
"06/26/2024 16:48","PlayDoit","DJ Serch","Football","","","","","","Simple","U1.5 Ecuador ",1.95,2250,-2250,"","",-2250,"Lost","",""
"06/26/2024 16:36","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Mets +1.5",1.666,3000,4998,"","",1998,"Won","",""
"06/26/2024 15:06","Bet365","Ramiro","Baseball","","","","","","Simple","Brothers",1.848,7500,-7500,"","",-7500,"Lost","",""
"06/26/2024 14:54","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","U8 padres",1.71,3000,-3000,"","",-3000,"Lost","",""
"06/26/2024 11:57","Bet365","Yuca","Football","","","","","","Simple","Over pendejo",2.025,3000,-1500,"","",-1500,"Half Lost","",""
"06/26/2024 10:46","PlayDoit","Turco","Football","","","","","","Simple","O2.5 Bélgica ",1.84,2250,-2250,"","",-2250,"Lost","",""
"06/26/2024 08:05","Bet365","Guatepicks","Football","","","","","","Simple","Chingas a tu madre Guate picks ",1.001,5400,-5400,"","",-5400,"Lost","",""
"06/26/2024 01:52","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Marineros",1.83,3000,5490,"","",2490,"Won","",""
"06/25/2024 19:51","Bet365","Turco","Baseball","","","","","","Simple","Marlins",2.1,2250,-2250,"","",-2250,"Lost","",""
"06/25/2024 19:34","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Bajas piratas",1.8,4500,8100,"","",3600,"Won","",""
"06/25/2024 18:12","PlayDoit","Turco","","","","","","","Combined","Parlay rico",2.465,3000,7394.02,"","",4394.02,"Won","",""
"06/25/2024 18:12","PlayDoit","","Baseball","","","","","","","Tabasco ","","","","","","","Won","",""
"06/25/2024 18:12","PlayDoit","","Baseball","","","","","","","Monterrey","","","","","","","Won","",""
"06/25/2024 18:12","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","O12.5. Tijuas",1.83,3500,6405,"","",2905,"Won","",""
"06/25/2024 17:45","Bet365","Turco","Football","","","","","","Simple","Canadá ",2.15,1500,3225,"","",1725,"Won","",""
"06/25/2024 17:44","Bet365","Yuca","Football","","","","","","Simple","Putos belgas",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/25/2024 17:44","Bet365","Yuca","Football","","","","","","Simple","Putos checos",1.75,3000,-3000,"","",-3000,"Lost","",""
"06/25/2024 17:43","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Mets",1.74,2250,3915,"","",1665,"Won","",""
"06/25/2024 17:43","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies ",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/25/2024 11:42","Bet365","Turco","Football","","","","","","Simple","Francia y pendejos holandeses ",1.8,4500,-4500,"","",-4500,"Lost","",""
"06/25/2024 11:38","PlayDoit","Dino ","Football","","","","","","Simple","Holanda ",1.77,1500,-1500,"","",-1500,"Lost","",""
"06/25/2024 10:08","PlayDoit","Yuca","Football","","","","","","Simple","Empate",2.14,3000,6420,"","",3420,"Won","",""
"06/24/2024 21:03","PlayDoit","Dino ","Football","","","","","","Simple","Chile tarjetas ",2.05,2250,4612.5,"","",2362.5,"Won","",""
"06/24/2024 20:58","PlayDoit","Yuca","Football","","","","","","Simple","Euro mierda",1.2,3000,-3000,"","",-3000,"Lost","",""
"06/24/2024 20:58","Bet365","Turco","Football","","","","","","Simple","Putos monos",1.875,2250,-2250,"","",-2250,"Lost","",""
"06/24/2024 20:57","PlayDoit","DavidM","Football","","","","","","Simple","Brasil -1.5",1.8,2250,-2250,"","",-2250,"Lost","",""
"06/24/2024 19:55","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","White so ",1.9,3500,-3500,"","",-3500,"Lost","",""
"06/24/2024 18:29","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Orioles",1.83,2250,-2250,"","",-2250,"Lost","",""
"06/24/2024 16:28","Bet365","Dino ","Football","","","","","","Simple","Colombian",1.7,2250,3825,"","",1575,"Won","",""
"06/24/2024 14:47","Bet365","Turco","Football","","","","","","Simple","O2.5 españa",1.8,2250,-2250,"","",-2250,"Lost","",""
"06/24/2024 14:44","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies -1",1.714,3000,5142,"","",2142,"Won","",""
"06/24/2024 13:47","Bet365","Turco","Football","","","","","","Simple","Modric",1.93,2250,-2250,"","",-2250,"Lost","",""
"06/24/2024 12:03","Bet365","Vidente","Tennis","","","","","","Simple","Vidente ): ",2.55,6000,-6000,"","",-6000,"Lost","",""
"06/23/2024 18:40","Bet365","Turco","Football","","","","","","Simple","Uruguay ",1.85,2250,-2250,"","",-2250,"Lost","",""
"06/23/2024 17:03","PlayDoit","Yuca","Football","","","","","","Simple","Italia",1.62,3100,5022,"","",1922,"Won","",""
"06/23/2024 15:56","PlayDoit","Yuca","Football","","","","","","Simple","USA",1.81,3000,5430,"","",2430,"Won","",""
"06/23/2024 13:52","Bet365","Guatepicks","Football","","","","","","Simple","U2 Escocia ",1.65,1500,2475,"","",975,"Won","",""
"06/23/2024 12:17","Bet365","Yuca","Football","","","","","","Simple","La libertad",1.9,3000,5700,"","",2700,"Won","",""
"06/23/2024 07:44","Bet365","F1","Formula 1","","","","","","Simple","Pendejo GP España",2,4420,-4420,"","",-4420,"Lost","",""
"06/22/2024 20:31","Bet365","Turco","Football","","","","","","Simple","México ",1.8,2250,-2250,"","",-2250,"Lost","",""
"06/22/2024 19:27","PlayDoit","DJ Serch","Football","","","","","","Simple","San luis",1.9,1500,-1500,"","",-1500,"Lost","",""
"06/22/2024 19:27","PlayDoit","DJ Serch","Football","","","","","","Simple","U3 Atlanta ",1.87,2250,4207.5,"","",1957.5,"Won","",""
"06/22/2024 19:01","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Piratas",1.728,1500,2592,"","",1092,"Won","",""
"06/22/2024 18:57","Bet365","DJ Serch","Football","","","","","","Simple","Charlotte ",1.875,3000,5625,"","",2625,"Won","",""
"06/22/2024 18:23","Bet365","Vidente","Tennis","","","","","","Simple","Yue yan",2.75,3000,0,"","",0,"Canceled","",""
"06/22/2024 17:43","Bet365","Turco","Football","","","","","","Simple","Ecuador ",2.15,2250,-2250,"","",-2250,"Lost","",""
"06/22/2024 17:24","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Fraley",2.55,2500,6375,"","",3875,"Won","",""
"06/22/2024 17:13","Bet365","DJ Serch","Basketball","","","","","","Simple","Panteras",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/22/2024 15:25","Bet365","Yuca","Football","","","","","","Simple","Pendejos córners ",2,3000,-3000,"","",-3000,"Lost","",""
"06/22/2024 15:16","Bet365","Yuca","Football","","","","","","Simple","Hungría ",1.82,3000,4230,"","",1230,"Half Won","",""
"06/22/2024 14:49","Bet365","Turco","Football","","","","","","Simple","Bélgica ",1.75,2250,3937.5,"","",1687.5,"Won","",""
"06/22/2024 13:07","Bet365","Turco","Football","","","","","","Simple","Portugal x2 ",1.937,2250,4358.25,"","",2108.25,"Won","",""
"06/21/2024 18:42","Bet365","DavidM","Football","","","","","","Simple","O3 putos galaxy error",1.675,3000,-3000,"","",-3000,"Lost","",""
"06/21/2024 18:02","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Spartans",1.83,2250,4117.5,"","",1867.5,"Won","",""
"06/21/2024 16:45","Bet365","Yuca","Football","","","","","","Simple","Portugal ",1.75,3000,5250,"","",2250,"Won","",""
"06/21/2024 14:46","Bet365","Turco","Football","","","","","","Simple","Holanda ",1.95,2250,4387.5,"","",2137.5,"Won","",""
"06/21/2024 14:32","Bet365","Guatepicks","Football","","","","","","Simple","Urquiza ",2.6,1500,3900,"","",2400,"Won","",""
"06/21/2024 11:58","Bet365","Guatepicks","Football","","","","","","Simple","Leones ",1.727,3000,5181,"","",2181,"Won","",""
"06/21/2024 11:56","Bet365","Turco","Football","","","","","","Simple","Austria ",1.87,2250,4207.5,"","",1957.5,"Won","",""
"06/21/2024 09:39","Bet365","Yuca","Football","","","","","","Simple","O9 corners Hungría ",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/20/2024 20:11","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Saltillo",1.86,3000,5580,"","",2580,"Won","",""
"06/20/2024 19:54","Bet365","Yuca","Football","","","","","","Simple","Galaxy pendejos",1.728,3000,-3000,"","",-3000,"Lost","",""
"06/20/2024 18:46","PlayDoit","Yuca","Football","","","","","","Simple","Sognal",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/20/2024 18:44","PlayDoit","Yuca","Football","","","","","","Simple","Columbus ",1.63,3100,5053,"","",1953,"Won","",""
"06/20/2024 18:43","Bet365","Turco","Football","","","","","","Simple","Ambos anotan argentina ",2.15,2250,-2250,"","",-2250,"Lost","",""
"06/20/2024 14:34","PlayDoit","Turco","Football","","","","","","Simple","España",1.8,2250,4050,"","",1800,"Won","",""
"06/20/2024 12:41","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Marineros ",2.05,8000,-8000,"","",-8000,"Lost","",""
"06/20/2024 11:48","Bet365","Turco","Football","","","","","","Simple","Inglaterra ",1.75,2250,3937.5,"","",1687.5,"Won","",""
"06/20/2024 11:06","Bet365","Vidente","Tennis","","","","","","Simple","Stakusic",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/19/2024 19:04","PlayDoit","DavidM","Football","","","","","","Simple","Dallas xd ",2.05,3000,6150,"","",3150,"Won","",""
"06/19/2024 18:35","Bet365","Guatepicks","Football","","","","","","Simple","Sporting ",1.8,3000,5400,"","",2400,"Won","",""
"06/19/2024 18:04","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Putos white Sox ",1.55,2250,-2250,"","",-2250,"Lost","",""
"06/19/2024 14:45","Bet365","Turco","Football","","","","","","Simple","Escocia ",1.83,2250,4117.5,"","",1867.5,"Won","",""
"06/19/2024 14:03","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Putos cubs",1.66,6100,-6100,"","",-6100,"Lost","",""
"06/19/2024 12:42","Bet365","Vidente","Tennis","","","","","","Simple","Siskova",1.728,3000,5184,"","",2184,"Won","",""
"06/19/2024 12:35","PlayDoit","Dino ","Baseball","","","","","","Simple","Royals -1",1.714,2250,-2250,"","",-2250,"Lost","",""
"06/19/2024 11:53","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Rudigers",1.75,2250,3937.5,"","",1687.5,"Won","",""
"06/19/2024 01:25","Bet365","Vidente","Tennis","","","","","","Simple","Mager y Kalinina ",1.8,3280,-3280,"","",-3280,"Lost","",""
"06/18/2024 20:36","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Saltillo ",1.73,4500,-4500,"","",-4500,"Lost","",""
"06/18/2024 18:32","PlayDoit","DavidM","Baseball","","MLB - USA","","","","Simple","Putos astros ",1.55,3780,-3780,"","",-3780,"Lost","",""
"06/18/2024 17:55","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Mets",1.8,1500,2700,"","",1200,"Won","",""
"06/18/2024 15:22","Bet365","Dino ","Baseball","","LMB - México ","","","","Simple","Diablos ",1.5,2250,-2250,"","",-2250,"Lost","",""
"06/18/2024 15:22","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Reds ",1.769,1500,2653.5,"","",1153.5,"Won","",""
"06/18/2024 15:21","Bet365","Turco","Football","","","","","","Simple","U0.5 1H",1.625,3000,4875,"","",1875,"Won","",""
"06/18/2024 15:17","Bet365","Turco","Football","","","","","","Simple","Portugal ",1.615,3000,4845,"","",1845,"Won","",""
"06/17/2024 22:11","Bet365","Vidente","Tennis","","","","","","Simple","Dosis ",1.666,3000,-3000,"","",-3000,"Lost","",""
"06/17/2024 19:35","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","O9.5 giants ",1.69,4600,7774,"","",3174,"Won","",""
"06/17/2024 19:23","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Toros ",1.714,4000,6856,"","",2856,"Won","",""
"06/17/2024 17:59","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Falcón ",1.8,2250,-2250,"","",-2250,"Lost","",""
"06/17/2024 16:47","Bet365","Vidente","Tennis","","","","","","Simple","Rajecki",1.9,3000,-3000,"","",-3000,"Lost","",""
"06/17/2024 16:46","Bet365","Yuca","Football","","","","","","Simple","Croacia -1",1.725,3000,-3000,"","",-3000,"Lost","",""
"06/16/2024 23:23","Bet365","Dino ","Football","","","","","","Simple","Ucrania ",1.95,1500,-1500,"","",-1500,"Lost","",""
"06/16/2024 18:52","Bet365","Yuca","Football","","","","","","Simple","O2.5 y btts Kansas city ",1.95,3000,5850,"","",2850,"Won","",""
"06/16/2024 18:51","Bet365","Yuca","Football","","","","","","Simple","O2.5 y si Portland ",1.8,3000,5400,"","",2400,"Won","",""
"06/16/2024 18:51","Bet365","Yuca","Football","","","","","","Simple","Pitos ucranianos ",2,3000,-3000,"","",-3000,"Lost","",""
"06/16/2024 18:50","Bet365","Yuca","Football","","","","","","Simple","Dallas ",2.05,3000,6150,"","",3150,"Won","",""
"06/16/2024 18:09","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Yankees ",1.71,1500,-1500,"","",-1500,"Lost","",""
"06/16/2024 15:43","Bet365","Vidente","Tennis","","","","","","Simple","Sonmez ",1.909,3000,5727,"","",2727,"Won","",""
"06/16/2024 15:43","Bet365","Vidente","Tennis","","","","","","Simple","Babosa",2.2,3000,6600,"","",3600,"Won","",""
"06/16/2024 15:37","Bet365","Dino ","Baseball","","LMB - México ","","","","Simple","Veracruz ",1.68,1500,-1500,"","",-1500,"Lost","",""
"06/16/2024 15:31","Bet365","Ramiro","Baseball","","LMB - México ","","","","Simple","Durango ",2.25,1500,3375,"","",1875,"Won","",""
"06/16/2024 14:30","PlayDoit","Ramiro","Baseball","","LMB - México ","","","","Simple","Durango",2.45,6395.56,15669.12,"","",9273.56,"Won","",""
"06/16/2024 12:57","Bet365","Guatepicks","Football","","","","","","Simple","Puto o higgins",1.88,3750,-3750,"","",-3750,"Lost","",""
"06/16/2024 12:17","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Toroooos",1.85,4500,8325,"","",3825,"Won","",""
"06/16/2024 11:58","PlayDoit","Yuca","Football","","","","","","Simple","Dinamarca ",1.16,3000,-3000,"","",-3000,"Lost","",""
"06/16/2024 11:35","Bet365","Turco","Football","","","","","","Simple","U2.5",1.66,2250,3735,"","",1485,"Won","",""
"06/16/2024 11:31","Bet365","Vidente","Tennis","","","","","","Simple","Katie Boucher ",2,3000,6000,"","",3000,"Won","",""
"06/16/2024 11:26","Bet365","Vidente","Tennis","","","","","","Simple","Lin zhu",2.75,1500,4125,"","",2625,"Won","",""
"06/16/2024 11:24","Bet365","Guatepicks","Football","","","","","","Simple","Colo colo ",1.083,1500,-1500,"","",-1500,"Lost","",""
"06/16/2024 00:34","Bet365","Guatepicks","Football","","","","","","Simple","Alajuelense pendejas",1.44,3000,0,"","",0,"Refunded","",""
"06/15/2024 19:45","Bet365","Vidente","Tennis","","","","","","Simple","Hinino",2.37,3000,7110,"","",4110,"Won","",""
"06/15/2024 19:45","Bet365","Vidente","Tennis","","","","","","Simple","BHadas",2.2,3000,-3000,"","",-3000,"Lost","",""
"06/15/2024 17:29","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Tabasco +2.5",1.95,4000,-4000,"","",-4000,"Lost","",""
"06/15/2024 16:43","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Tabasco y mtt",1.33,1500,-1500,"","",-1500,"Lost","",""
"06/15/2024 16:07","Bet365","Guatepicks","Football","","","","","","Simple","Independiente Medellín ",2,3000,-3000,"","",-3000,"Lost","",""
"06/15/2024 16:07","Bet365","Guatepicks","Football","","","","","","Simple","Cali",1.615,3000,4845,"","",1845,"Won","",""
"06/15/2024 14:58","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","Marlins",2.05,2250,-2250,"","",-2250,"Lost","",""
"06/15/2024 14:50","Bet365","Turco","Football","","","","","","Simple","Italia córners ",1.72,2250,-2250,"","",-2250,"Lost","",""
"06/15/2024 14:47","Bet365","Guatepicks","Football","","","","","","Simple","Sol de América ",1.75,2250,-2250,"","",-2250,"Lost","",""
"06/15/2024 14:45","Bet365","Guatepicks","Football","","","","","","Simple","Independiente femenino ",2,1500,-1500,"","",-1500,"Lost","",""
"06/15/2024 13:49","Bet365","Guatepicks","Football","","","","","","Simple","Gualan ",1.36,3000,-3000,"","",-3000,"Lost","",""
"06/15/2024 13:48","Bet365","Guatepicks","Football","","","","","","Simple","O1.5",1.95,1500,2925,"","",1425,"Won","",""
"06/15/2024 12:02","Bet365","Guatepicks","Football","","","","","","Simple","Cesar vallejo",1.615,2250,3633.75,"","",1383.75,"Won","",""
"06/15/2024 11:38","Bet365","Guatepicks","Football","","","","","","Simple","O3.5 boca femenino ",2.3,1500,3450,"","",1950,"Won","",""
"06/15/2024 11:31","Bet365","Guatepicks","Football","","","","","","Simple","O0.5 juego rsndom",1.666,1500,2499,"","",999,"Won","",""
"06/15/2024 11:15","Bet365","Vidente","Tennis","","","","","","Simple","Kasatkins",1.909,3000,5727,"","",2727,"Won","",""
"06/15/2024 11:15","Bet365","Vidente","Tennis","","","","","","Simple","Alexandrova",2,3000,-3000,"","",-3000,"Lost","",""
"06/15/2024 11:09","Bet365","Guatepicks","Football","","","","","","Simple","Curico",1.5,3000,-3000,"","",-3000,"Lost","",""
"06/14/2024 20:32","Bet365","Guatepicks","Football","","","","","","Simple","Santiago morning ",1.616,4500,7272,"","",2772,"Won","",""
"06/14/2024 20:13","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Puebla",1.75,5000,8750,"","",3750,"Won","",""
"06/14/2024 18:49","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Orioles ",1.74,3000,-3000,"","",-3000,"Lost","",""
"06/14/2024 13:22","Bet365","Guatepicks","Football","","","","","","Simple","Under 3",1.95,1500,2925,"","",1425,"Won","",""
"06/14/2024 13:02","Bet365","Guatepicks","Football","","","","","","Simple","U2.5",1.75,3000,5250,"","",2250,"Won","",""
"06/14/2024 13:01","Bet365","DJ Serch","Football","","","","","","Simple","Wac Casablanca ",1.65,2250,3712.5,"","",1462.5,"Won","",""
"06/14/2024 13:01","Bet365","DJ Serch","Football","","","","","","Simple","Rabat",1.83,2250,-2250,"","",-2250,"Lost","",""
"06/14/2024 12:44","Pinnacle","Dino ","Baseball","","MLB - USA","","","","Simple","Nata -1",1.83,1500,2745,"","",1245,"Won","",""
"06/14/2024 10:12","PlayDoit","DJ Serch","Football","","","","","","Simple","México ",1.92,1500,-1500,"","",-1500,"Lost","",""
"06/14/2024 10:11","PlayDoit","Yuca","Football","","","","","","Simple","O3 valerenga",1.7,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 21:27","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","White Sox ",1.744,2500,4360,"","",1860,"Won","",""
"06/13/2024 20:05","Bet365","Yuca","Football","","","","","","Simple","Cincy",2,3000,6000,"","",3000,"Won","",""
"06/13/2024 20:04","Bet365","Yuca","Football","","","","","","Simple","O2.5 MLS pendeja",2,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 20:03","Bet365","Yuca","Football","","","","","","Simple","Ambos anotaban suiza ",1.909,3000,5727,"","",2727,"Won","",""
"06/13/2024 19:05","PlayDoit","Yuca","Football","","","","","","Simple","Phillie",1.88,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 18:41","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","O6.5",1.768,2500,-2500,"","",-2500,"Lost","",""
"06/13/2024 17:46","Bet365","Guatepicks","Football","","","","","","Simple","Cantolao",1.5,3759,-3759,"","",-3759,"Lost","",""
"06/13/2024 17:45","Bet365","Vidente","Tennis","","","","","","Simple","Knutson",1.728,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 17:44","Bet365","Vidente","Tennis","","","","","","Simple","Kawa",2.2,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 17:43","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","O8 Boston ",1.83,2500,4575,"","",2075,"Won","",""
"06/13/2024 17:02","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","White Sox F5",1.869,1500,2803.5,"","",1303.5,"Won","",""
"06/13/2024 13:40","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Maikel García ",1.83,2500,4575,"","",2075,"Won","",""
"06/13/2024 12:58","Bet365","Vidente","Tennis","","","","","","Simple","Pedro pendejo",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/13/2024 11:32","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Tigers ",1.666,2250,3748.5,"","",1498.5,"Won","",""
"06/13/2024 00:35","Bet365","Dino ","Baseball","","","","","","Simple","Janwah",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/12/2024 21:56","Bet365","Vidente","Tennis","","","","","","Simple","Maks",2.75,3000,-3000,"","",-3000,"Lost","",""
"06/12/2024 19:01","PlayDoit","DavidM","Baseball","","MLB - USA","","","","Simple","Tigers +3.5",2.05,4500,9225,"","",4725,"Won","",""
"06/12/2024 18:10","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies ",1.83,1500,-1500,"","",-1500,"Lost","",""
"06/12/2024 17:55","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","U4.5 Cubs ",1.869,1500,2803.5,"","",1303.5,"Won","",""
"06/12/2024 13:58","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","O8.5 cheleros",1.744,3000,5232,"","",2232,"Won","",""
"06/12/2024 13:52","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Sprinter ",2.1,3000,-3000,"","",-3000,"Lost","",""
"06/12/2024 13:52","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Ambos anotan 3 blue jays ",1.769,3000,5307,"","",2307,"Won","",""
"06/12/2024 13:15","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Tabasco",1.71,3500,-3500,"","",-3500,"Lost","",""
