"Date","Bookmaker","Tipster","Sport","Category","Competition","Type of bet","Free bet","Live","Type","Label of bet","Odds","Stake","Gain","Winning bonus","Commission","Profit","State","Closing Odds","Comment"
"04/14/2024 13:08","TeamMexicoBets","","Football","","","","","","","Santiago","","","","","","","Won","",""
"04/14/2024 12:16","Las Vegas en Vivo","DJ Serch","Football","","","","","","Simple","Nueva concepción ",1.75,2250,3937.5,"","",1687.5,"Won","",""
"04/14/2024 12:10","Caliente","Yuca","Football","","","","","","Simple","O2.5 Quiche",1.833,3000,5499,"","",2499,"Won","",""
"04/14/2024 04:05","TeamMexicoBets","","Tennis","","","","","","Simple","Gea",1.17,3000,-3000,"","",-3000,"Lost","",""
"04/14/2024 03:56","Caliente","Frosty ","Baseball","","MLB - USA","","","","Simple","Empate ",1.727,1500,2590.5,"","",1090.5,"Won","",""
"04/13/2024 21:13","Caliente","Yuca","Football","","","","","","Simple","O9.5 corners bodo",1.727,3400,-3400,"","",-3400,"Lost","",""
"04/13/2024 21:09","Caliente","Yuca","Football","","","","","","Simple","O2.75 Bodo",1.8,4500,8100,"","",3600,"Won","",""
"04/13/2024 21:08","TeamMexicoBets","Yuca","Football","","","","","","Simple","O11.5 corners brann",2.1,3000,6300,"","",3300,"Won","",""
"04/13/2024 19:03","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Águila ",1.83,3000,5490,"","",2490,"Won","",""
"04/13/2024 18:31","Las Vegas en Vivo","Yuca","Football","","","","","","Simple","Suchis",1.68,4500,7560,"","",3060,"Won","",""
"04/13/2024 18:09","Caliente","DJ Serch","Football","","","","","","Simple","Real sociedad ",1500,1.75,1313.38,"","",1311.63,"Half Won","",""
"04/13/2024 17:11","TeamMexicoBets","Titi Henry ","Football","","","","","","Simple","Uruapan +1",1.83,1500,-1500,"","",-1500,"Lost","",""
"04/13/2024 17:10","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Saltillo",1.65,2250,3712.5,"","",1462.5,"Won","",""
"04/13/2024 16:08","TeamMexicoBets","Frosty ","Baseball","","MLB - USA","","","","Simple","Astros +1.5",1.75,1500,2625,"","",1125,"Won","",""
"04/13/2024 15:13","TeamMexicoBets","Felix","Baseball","","LMB - México ","","","","Simple","U11.5 oaxaca",1.8,4754,-4754,"","",-4754,"Lost","",""
"04/13/2024 15:11","TeamMexicoBets","Titi Henry ","Football","","","","","","Simple","Moca",2.35,1500,3525,"","",2025,"Won","",""
"04/13/2024 14:12","TeamMexicoBets","","Tennis","","","","","","Simple","Riedu",1.78,3000,-3000,"","",-3000,"Lost","",""
"04/13/2024 13:09","Las Vegas en Vivo","Ramiro","Baseball","","","","","","Simple","U10.5 hanwah",1.75,4500,7875,"","",3375,"Won","",""
"04/13/2024 13:00","TeamMexicoBets","Ramiro","Baseball","","","","","","Simple","U5.5 Hanwah",1.83,4500,8235,"","",3735,"Won","",""
"04/13/2024 12:59","TeamMexicoBets","Ramiro","Baseball","","","","","","Simple","Uní lions ",1.705,9020,15379.1,"","",6359.1,"Won","",""
"04/13/2024 12:54","Caliente","Yuca","Football","","","","","","Simple","América y ambos anotan",1.95,3000,5850,"","",2850,"Won","",""
"04/13/2024 12:53","Caliente","Yuca","Football","","","","","","Simple","América ML",1.8,3000,5400,"","",2400,"Won","",""
"04/13/2024 12:53","TeamMexicoBets","Yuca","Football","","","","","","Simple","O2.5 toluca",1.728,3000,5184,"","",2184,"Won","",""
"04/13/2024 12:47","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Mictlan",1.7,1500,-1500,"","",-1500,"Lost","",""
"04/13/2024 12:32","TeamMexicoBets","Felix","Baseball","","LMB - México ","","","","Simple","Yucatán -1",1.7,5486,-5486,"","",-5486,"Lost","",""
"04/13/2024 11:25","Bet365","Guatepicks","Football","","","","","","Simple","Unión española ",1.875,3000,-1500,"","",-1500,"Half Lost","",""
"04/13/2024 11:20","Bet365","Guatepicks","Football","","","","","","Simple","Parlay mierda",1.666,3000,4998,"","",1998,"Won","",""
"04/13/2024 11:18","Bet365","Guatepicks","Football","","","","","","Simple","Uruguay ",1.61,2250,-2250,"","",-2250,"Lost","",""
"04/13/2024 11:17","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Katarina",2.12,2250,4770,"","",2520,"Won","",""
"04/13/2024 11:16","Bet365","Guatepicks","Football","","","","","","Simple","O2.5",1.5,2250,3375,"","",1125,"Won","",""
"04/13/2024 11:13","Bet365","Guatepicks","Football","","","","","","Simple","Tsunami",1.75,1500,-750,"","",-750,"Half Lost","",""
"04/13/2024 11:11","Bet365","Guatepicks","Football","","","","","","Simple","Cosuimbo",1.615,2250,3633.75,"","",1383.75,"Won","",""
"04/13/2024 11:10","Bet365","Guatepicks","Football","","","","","","Simple","Colo colo",1.8,2250,-2250,"","",-2250,"Lost","",""
"04/13/2024 10:04","TeamMexicoBets","Yuca","Football","","","","","","Simple","O4.5 card tigres",1.66,4500,7470,"","",2970,"Won","",""
"04/13/2024 09:55","Caliente","","Tennis","","","","","","Simple","Mayot",1.5,3000,4500,"","",1500,"Won","",""
"04/12/2024 21:28","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Liberia",1.85,1500,2775,"","",1275,"Won","",""
"04/12/2024 20:51","Caliente","Ruy","Football","","","","","","Simple","Saltillo",1.85,4000,7400,"","",3400,"Won","",""
"04/12/2024 20:33","Bet365","Guatepicks","Football","","","","","","Simple","SV Dakota no",2.62,1500,-1500,"","",-1500,"Lost","",""
"04/12/2024 18:32","Bet365","Guatepicks","Football","","","","","","Simple","Aguila",2,1500,3000,"","",1500,"Won","",""
"04/12/2024 18:02","TeamMexicoBets","Yuca","Football","","","","","","Simple","Ipswich ",1.8,3000,-3000,"","",-3000,"Lost","",""
"04/12/2024 17:44","Bet365","","Tennis","","","","","","Simple","O16.5 Billie jean",2,3000,6000,"","",3000,"Won","",""
"04/12/2024 16:48","Caliente","Yuca","Football","","","","","","Simple","O2.5 chivas  W",1.727,4140,-4140,"","",-4140,"Lost","",""
"04/12/2024 15:36","Caliente","Guatepicks","Football","","","","","","Simple","Under municipal",1.571,1500,2356.5,"","",856.5,"Won","",""
"04/12/2024 15:14","Caliente","Guatepicks","Football","","","","","","Simple","Municipal o Empate",1.571,1500,-1500,"","",-1500,"Lost","",""
"04/12/2024 15:10","TeamMexicoBets","Ramiro","Baseball","","","","","","Simple","Uní lions ",1.61,9080,14618.8,"","",5538.8,"Won","",""
"04/12/2024 14:46","TeamMexicoBets","Ruy","Football","","","","","","Simple","Tritones",2.28,4000,-4000,"","",-4000,"Lost","",""
"04/12/2024 13:35","TeamMexicoBets","Felix","Baseball","","LMB - México ","","","","Simple","U13.5 durango",1.88,5250,9870,"","",4620,"Won","",""
"04/12/2024 12:57","Caliente","Felix","Baseball","","LMB - México ","","","","Simple","Under 12.5 Leon ",1.75,5265,9213.75,"","",3948.75,"Won","",""
"04/12/2024 12:45","TeamMexicoBets","Titi Henry ","Football","","","","","","Simple","Olancho DNB",2.54,1500,3810,"","",2310,"Won","",""
"04/12/2024 12:25","Bet365","Frosty ","Baseball","","","","","","Simple","Salami",1.9,1500,-1500,"","",-1500,"Lost","",""
"04/12/2024 12:13","Bet365","Vidente","Tennis","","","","","","Simple","Shnaider 2-0",2,2000,4000,"","",2000,"Won","",""
"04/12/2024 12:09","Bet365","Guatepicks","Football","","","","","","Simple","Estrella Venezuela ",1.57,1875,2943.75,"","",1068.75,"Won","",""
"04/12/2024 12:06","Bet365","Guatepicks","Football","","","","","","Simple","Cesar vallejo",2.05,1500,-750,"","",-750,"Half Lost","",""
"04/12/2024 11:08","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Teisipas",4.33,1000,4330,"","",3330,"Won","",""
"04/12/2024 11:08","Caliente","DJ Serch","Football","","","","","","Simple","Apodaca ",1.55,2500,3875,"","",1375,"Won","",""
"04/12/2024 09:55","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Pigossi",1.92,2000,3840,"","",1840,"Won","",""
"04/12/2024 01:43","Caliente","Vidente","Tennis","","","","","","Simple","Parry",1.6,2500,4000,"","",1500,"Won","",""
"04/12/2024 00:08","Bet365","Yuca","Football","","","","","","Simple","Zavala & achispa ",1.92,4500,8640,"","",4140,"Won","",""
"04/11/2024 23:12","Bet365","Frosty ","Football","","Guatemala - Guatemala","","","","Simple","Pendejo frosty",6,4500,-4500,"","",-4500,"Lost","",""
"04/11/2024 13:56","Bet365","Felix","Baseball","","","","","","Simple","Camaguey",1.64,3750,-3750,"","",-3750,"Lost","",""
"04/11/2024 10:45","TeamMexicoBets","Yuca","Football","","","","","","Simple","Liberpool",1.37,4550,-4550,"","",-4550,"Lost","",""
"04/10/2024 20:35","Bet365","Yuca","Football","","","","","","Simple","Sotra",1.44,3000,-3000,"","",-3000,"Lost","",""
"04/10/2024 16:32","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Limeño",2.05,3000,6150,"","",3150,"Won","",""
"04/10/2024 13:39","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Burrillo",1.75,2000,3500,"","",1500,"Won","",""
"04/10/2024 13:39","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Guiomor",2,2000,-2000,"","",-2000,"Lost","",""
"04/10/2024 12:06","Bet365","Yuca","Football","","","","","","Simple","Mjondalen",1.615,3350,5410.25,"","",2060.25,"Won","",""
"04/10/2024 10:56","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","O101.5 pendeja NBA ",1.62,2000,-2000,"","",-2000,"Lost","",""
"04/10/2024 09:42","TeamMexicoBets","","Tennis","","","","","","Simple","Dimitro",2,2245,4490,"","",2245,"Won","",""
"04/09/2024 18:02","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Estudiantes",1.68,1500,2520,"","",1020,"Won","",""
"04/09/2024 17:50","Bet365","Yuca","Football","","","","","","Simple","O0.5 & Municipal",1.857,3000,5571,"","",2571,"Won","",""
"04/09/2024 17:29","Bet365","","Tennis","","","","","","Simple","Perricard & Harris",1.875,3000,5625,"","",2625,"Won","",""
"04/09/2024 17:10","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Guimor",3.4,1000,3400,"","",2400,"Won","",""
"04/09/2024 16:22","Bet365","Guatepicks","Football","","","","","","Simple","Nicaragua F",1.6,2250,3600,"","",1350,"Won","",""
"04/09/2024 14:42","Bet365","Guatepicks","Football","","","","","","Simple","Atlético Santa Fe ",1.44,1500,-1500,"","",-1500,"Lost","",""
"04/09/2024 11:58","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Braves y Twins",1.83,1500,2745,"","",1245,"Won","",""
"04/09/2024 10:42","Caliente","Yuca","Football","","","","","","Simple","Xelaju",1.8,3700,6660,"","",2960,"Won","",""
"04/09/2024 10:33","Caliente","","Tennis","","","","","","Simple","Schwarzler +5.5",1.8,3000,5400,"","",2400,"Won","",""
"04/08/2024 14:01","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Over guardians",1.96,1500,-1500,"","",-1500,"Lost","",""
"04/08/2024 13:54","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Blue gays",1.83,1500,2745,"","",1245,"Won","",""
"04/08/2024 13:49","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Reds",1.909,1500,2863.5,"","",1363.5,"Won","",""
"04/08/2024 10:32","Caliente","Vidente","Tennis","","","","","","Simple","Ficovich",1.75,2250,3937.5,"","",1687.5,"Won","",""
"04/08/2024 10:31","TeamMexicoBets","","Tennis","","","","","","Simple","Kaylan",1.75,3000,5250,"","",2250,"Won","",""
"04/07/2024 23:10","Bet365","Vidente","Tennis","","","","","","Simple","Kyle edmund",1.72,3000,-3000,"","",-3000,"Lost","",""
"04/07/2024 20:45","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Andres",1.92,2000,-2000,"","",-2000,"Lost","",""
"04/07/2024 18:23","Caliente","DJ Serch","Football","","","","","","Simple","U2.5 ptm",1.727,1500,-1500,"","",-1500,"Lost","",""
"04/07/2024 18:21","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Vida",1.9,2250,-2250,"","",-2250,"Lost","",""
"04/07/2024 18:01","TeamMexicoBets","Ramiro","Baseball","","","","","","Simple","O7.5 veracruz",1.86,9000,-9000,"","",-9000,"Lost","",""
"04/07/2024 17:29","Caliente","Ruy","Football","","2da división  - México ","","","","Simple","O2 matamoros",1.95,2000,-2000,"","",-2000,"Lost","",""
"04/07/2024 17:02","Bet365","Felix","Baseball","","LMB - México ","","","","Simple","O7.5 verecruz",1.769,3000,-3000,"","",-3000,"Lost","",""
"04/07/2024 16:17","Caliente","DJ Serch","Football","","","","","","Simple","Empate",1500,2.15,3225,"","",3222.85,"Won","",""
"04/07/2024 16:04","TeamMexicoBets","","Tennis","","","","","","Simple","Jakub",1.54,3000,4620,"","",1620,"Won","",""
"04/07/2024 15:46","Caliente","DJ Serch","Football","","","","","","Simple","O9",1.8,1500,2700,"","",1200,"Won","",""
"04/07/2024 15:45","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Loun",1.76,750,-750,"","",-750,"Lost","",""
"04/07/2024 15:45","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Apejes",1.5,750,1125,"","",375,"Won","",""
"04/07/2024 15:45","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Renard",1.55,750,-750,"","",-750,"Lost","",""
"04/07/2024 15:45","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Cotonsport",1.92,750,-750,"","",-750,"Lost","",""
"04/07/2024 15:15","Caliente","DJ Serch","Football","","","","","","Simple","U2.5 sarchi",1.7,2250,3825,"","",1575,"Won","",""
"04/07/2024 15:10","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","GV",2.07,1500,3105,"","",1605,"Won","",""
"04/07/2024 15:06","Caliente","DJ Serch","Football","","","","","","Simple","Sarchi",1.85,1500,2137.5,"","",637.5,"Half Won","",""
"04/07/2024 13:38","Caliente","DJ Serch","Football","","","","","","Simple","Barberena",2,1500,3000,"","",1500,"Won","",""
"04/07/2024 13:34","Bet365","Guatepicks","Football","","","","","","Simple","Barberena",1.9,3000,5700,"","",2700,"Won","",""
"04/07/2024 13:16","TeamMexicoBets","Yuca","Football","","","","","","Simple","Barberena",1.41,2100,2961,"","",861,"Won","",""
"04/07/2024 13:10","Caliente","Yuca","Football","","","","","","Simple","O3.5",2.15,900,-900,"","",-900,"Lost","",""
"04/07/2024 13:01","Bet365","Guatepicks","Football","","","","","","Simple","Colomba -0.25",1.7,4500,-2250,"","",-2250,"Half Lost","",""
"04/07/2024 13:00","Caliente","Ruy","Football","","2da división  - México ","","","","Simple","O2 Saltillo ",1.8,2000,-2000,"","",-2000,"Lost","",""
"04/07/2024 12:57","Bet365","Guatepicks","Football","","","","","","Simple","Such is F",1.666,4500,7497,"","",2997,"Won","",""
"04/07/2024 12:54","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Over 1H lakers",1.99,1500,2985,"","",1485,"Won","",""
"04/07/2024 12:50","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Orioles",1.769,1500,-1500,"","",-1500,"Lost","",""
"04/07/2024 12:49","TeamMexicoBets","Frosty ","Baseball","","MLB - USA","","","","Simple","U12 rokis",1.769,1500,2653.5,"","",1153.5,"Won","",""
"04/07/2024 09:38","TeamMexicoBets","","Tennis","","","","","","Simple","Parlay mierda",1.344,3000,4032,"","",1032,"Won","",""
"04/06/2024 20:54","Bet365","F1","Formula 1","","","","","","Simple","Norris y Sainz ",9.5,500,-500,"","",-500,"Lost","",""
"04/06/2024 20:49","Bet365","F1","Formula 1","","","","","","Simple","1-2-3",6,1000,6000,"","",5000,"Won","",""
"04/06/2024 20:47","Bet365","F1","Formula 1","","","","","","Simple","Lecrec ",3.5,1000,3500,"","",2500,"Won","",""
"04/06/2024 20:36","Bet365","F1","Formula 1","","","","","","Simple","5o peor sainz",2.25,1000,-1000,"","",-1000,"Lost","",""
"04/06/2024 20:06","Caliente","DJ Serch","Football","","","","","","Simple","Xelaju",1.769,1750,-1750,"","",-1750,"Lost","",""
"04/06/2024 19:33","TeamMexicoBets","F1","Formula 1","","","","","","Simple","Lecrerc",2.08,2000,4160,"","",2160,"Won","",""
"04/06/2024 19:32","TeamMexicoBets","F1","Formula 1","","","","","","Simple","Ferrari vuelta rápida ",6.2,1000,-1000,"","",-1000,"Lost","",""
"04/06/2024 19:05","Caliente","DJ Serch","Football","","","","","","Simple","Irapuato",1.7,3200,-3200,"","",-3200,"Lost","",""
"04/06/2024 18:07","Caliente","DJ Serch","Football","","","","","","Simple","Mixco +0.75",1.9,3000,5700,"","",2700,"Won","",""
"04/06/2024 17:15","Bet365","Guatepicks","Football","","","","","","Simple","Asubo",1.66,1000,-1000,"","",-1000,"Lost","",""
"04/06/2024 17:04","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Reynosa o empate",1.83,1500,2745,"","",1245,"Won","",""
"04/06/2024 16:12","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Aguacateros",2,1500,-1500,"","",-1500,"Lost","",""
"04/06/2024 15:44","Bet365","Yuca","Football","","","","","","Simple","Mictlan y concepcion ",1.685,3300,5560.5,"","",2260.5,"Won","",""
"04/06/2024 14:17","Bet365","DJ Serch","Football","","","","","","Simple","Pasto",1.8,1500,2700,"","",1200,"Won","",""
"04/06/2024 11:10","TeamMexicoBets","Ruy","Football","","2da división  - México ","","","","Simple","Poza rica -1.5",1.75,2000,3500,"","",1500,"Won","",""
"04/06/2024 11:06","Caliente","Ruy","Football","","","","","","Simple","O1 Chiapas",1.909,1500,-1500,"","",-1500,"Lost","",""
"04/06/2024 11:06","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Chupas",1.6,3000,4800,"","",1800,"Won","",""
"04/06/2024 08:33","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Northeast",1.8,1500,2700,"","",1200,"Won","",""
"04/06/2024 08:24","Caliente","DJ Serch","Football","","","","","","Simple","Barrow",1.8,1500,-1500,"","",-1500,"Lost","",""
"04/06/2024 08:19","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Chile s20",1.8,1500,2700,"","",1200,"Won","",""
"04/06/2024 04:40","TeamMexicoBets","Frosty ","Baseball","","MLB - USA","","","","Simple","Marlins +1",1.869,1500,-1500,"","",-1500,"Lost","",""
"04/06/2024 00:33","Bet365","F1","Formula 1","","","","","","Simple","Bottas",1.666,2000,3332,"","",1332,"Won","",""
"04/05/2024 19:01","Caliente","DJ Serch","Football","","","","","","Simple","CAI",2.05,2250,4612.5,"","",2362.5,"Won","",""
"04/05/2024 17:25","Bet365","F1","Formula 1","","","","","","Simple","Hanilton",10,1000,-1000,"","",-1000,"Lost","",""
"04/05/2024 17:22","Bet365","F1","Formula 1","","","","","","Simple","Tsunoda si",29,1000,-1000,"","",-1000,"Lost","",""
"04/05/2024 16:43","Caliente","Guatepicks","Football","","","","","","Simple","Venezuela -1",1.75,1500,2625,"","",1125,"Won","",""
"04/05/2024 16:22","TeamMexicoBets","Yuca","Football","","","","","","Simple","Apoel & Plataeu",1.835,3600,-3600,"","",-3600,"Lost","",""
"04/05/2024 16:00","TeamMexicoBets","Frosty ","Baseball","","MLB - USA","","","","Simple","U6.5 Padres",1.75,1500,2625,"","",1125,"Won","",""
"04/05/2024 16:00","TeamMexicoBets","Frosty ","Baseball","","MLB - USA","","","","Simple","Mets +1",1.769,1500,2653.5,"","",1153.5,"Won","",""
"04/05/2024 11:55","Bet365","","Tennis","","","","","","Simple","Ruud",1.765,3000,5295,"","",2295,"Won","",""
"04/04/2024 21:06","TeamMexicoBets","Yuca","Football","","","","","","Simple","Alger & Comu",1.534,4500,-4500,"","",-4500,"Lost","",""
"04/04/2024 16:19","Bet365","","Tennis","","","","","","Simple","Tiafoe",1.625,3000,4875,"","",1875,"Won","",""
"04/04/2024 16:12","Bet365","F1","Formula 1","","","","","","Simple","Tsunoda",15,1000,-1000,"","",-1000,"Lost","",""
"04/04/2024 15:53","Bet365","Yuca","Football","","","","","","Simple","O2.5 america",1.72,4000,-4000,"","",-4000,"Lost","",""
"04/04/2024 15:27","TeamMexicoBets","F1","Formula 1","","","","","","Simple","McLaren podios",15,1000,-1000,"","",-1000,"Lost","",""
"04/04/2024 15:25","Caliente","F1","Formula 1","","","","","","Simple","Tsunoda",2.1,2000,4200,"","",2200,"Won","",""
"04/04/2024 15:25","TeamMexicoBets","F1","Formula 1","","","","","","Simple","Norris top3",2.85,2000,-2000,"","",-2000,"Lost","",""
"04/04/2024 11:48","Caliente","","Tennis","","","","","","Simple","Monfils",1.65,3000,-3000,"","",-3000,"Lost","",""
"04/04/2024 11:02","Bet365","Guatepicks","Football","","","","","","Simple","Bafang corners",1.61,1500,-1500,"","",-1500,"Lost","",""
"04/04/2024 10:58","Bet365","Guatepicks","Football","","","","","","Simple","Coton",1.44,2240,-2240,"","",-2240,"Lost","",""
"04/04/2024 10:47","Bet365","Guatepicks","Football","","","","","","Simple","Vacant ",1.925,1580,3041.5,"","",1461.5,"Won","",""
"04/04/2024 10:42","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Brooks",1.83,1500,-1500,"","",-1500,"Lost","",""
"04/04/2024 09:59","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","Unidport",2.14,2250,4815,"","",2565,"Won","",""
"04/04/2024 09:51","TeamMexicoBets","Yuca","Football","","","","","","Simple","O10.5 córneres lillestrom",1.66,4500,-4500,"","",-4500,"Lost","",""
"04/04/2024 09:48","TeamMexicoBets","Yuca","Football","","","","","","Simple","O4.5 constantine",1.95,1500,-1500,"","",-1500,"Lost","",""
"04/04/2024 09:47","TeamMexicoBets","Yuca","Football","","","","","","Simple","O2.5 Y si LAS",1.7,4300,7310,"","",3010,"Won","",""
"04/04/2024 09:41","Caliente","Guatepicks","Football","","","","","","Simple","Empate",2.45,750,-750,"","",-750,"Lost","",""
"04/03/2024 23:39","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Busca ",1.66,2250,-2250,"","",-2250,"Lost","",""
"04/03/2024 18:09","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Mty 0.0",1.77,2250,3982.5,"","",1732.5,"Won","",""
"04/03/2024 15:52","Bet365","Guatepicks","Football","","","","","","Simple","Pajapita",1.57,1500,2355,"","",855,"Won","",""
"04/03/2024 15:52","Las Vegas en Vivo","DJ Serch","Football","","","","","","Simple","Zacapa",2,2250,4500,"","",2250,"Won","",""
"04/03/2024 15:34","TeamMexicoBets","Guatepicks","Football","","","","","","Simple","O2.5 Panamá ",1.63,1500,2445,"","",945,"Won","",""
"04/03/2024 14:43","TeamMexicoBets","","Tennis","","","","","","Simple","Trhac",1.6,3000,4800,"","",1800,"Won","",""
"04/03/2024 11:10","Bet365","Yuca","Football","","","","","","Simple","SK Brann",1.4,3600,-3600,"","",-3600,"Lost","",""
"04/03/2024 10:21","Bet365","Yuca","Football","","","","","","Simple","Akwa",1.83,3000,-3000,"","",-3000,"Lost","",""
"04/03/2024 01:54","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Under 9",1.83,1500,2745,"","",1245,"Won","",""
"04/03/2024 01:52","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Over yankees",1.87,1500,2805,"","",1305,"Won","",""
"04/03/2024 01:52","Bet365","Frosty ","Baseball","","MLB - USA","","","","Simple","Marlins",1.83,1500,-1500,"","",-1500,"Lost","",""
"04/03/2024 01:19","Bet365","Vidente","Tennis","","","","","","Simple","O8.5 breaks",2,2000,-2000,"","",-2000,"Lost","",""
"04/02/2024 19:01","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","U2.5 new england",1.9,1500,-1500,"","",-1500,"Lost","",""
"04/02/2024 12:07","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Goannis",1.83,1500,-1500,"","",-1500,"Lost","",""
"04/02/2024 09:00","Caliente","Vidente","Tennis","","","","","","Simple","Rogers",1.65,2250,3712.5,"","",1462.5,"Won","",""
"04/01/2024 15:59","Bet365","Guatepicks","Football","","","","","","Simple","U2.76",1.825,1500,-750,"","",-750,"Half Lost","",""
"04/01/2024 15:03","Bet365","","Tennis","","","","","","Simple","Fonseca",1.61,3000,-3000,"","",-3000,"Lost","",""
"04/01/2024 15:01","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Grecia ",1.66,2250,3735,"","",1485,"Won","",""
"04/01/2024 14:17","Bet365","Guatepicks","Football","","","","","","Simple","Moraría real españa",1.33,3000,3990,"","",990,"Won","",""
"03/31/2024 23:07","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Saville",1.5,2250,3375,"","",1125,"Won","",""
"03/31/2024 22:44","TeamMexicoBets","F1","Formula 1","","","","","","Simple","Ferrari",1.53,5000,-5000,"","",-5000,"Lost","",""
"03/31/2024 15:11","Caliente","DJ Serch","Football","","","","","","Simple","Jocoro ",2,1500,3000,"","",1500,"Won","",""
"03/31/2024 15:10","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Punterenas",1.77,3000,-3000,"","",-3000,"Lost","",""
"03/31/2024 12:11","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Montañeses ",1.7,2250,3825,"","",1575,"Won","",""
"03/31/2024 00:21","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Tatjana",1.88,2000,3760,"","",1760,"Won","",""
"03/31/2024 00:20","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Timofeeva",2,2000,-2000,"","",-2000,"Lost","",""
"03/31/2024 00:20","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Zidansek",2.12,2000,-2000,"","",-2000,"Lost","",""
"03/30/2024 17:26","TeamMexicoBets","DJ Serch","Football","","","","","","Simple","Inter playa ",1.9,1500,2850,"","",1350,"Won","",""
"03/30/2024 16:12","Caliente","DJ Serch","Football","","","","","","Simple","Aguacates",1.85,1500,2775,"","",1275,"Won","",""
"03/30/2024 16:01","Caliente","DJ Serch","Football","","","","","","Simple","Tritones 0.0",2.05,3000,6150,"","",3150,"Won","",""
"03/30/2024 14:38","Las Vegas en Vivo","Ramiro","Baseball","","","","","","Simple","Rakuten monkeys",1.666,9000,0,"","",0,"Refunded","",""
"03/30/2024 14:33","Caliente","Ruy","Football","","","","","","Simple","O2 tritones",1.666,2200,3665.2,"","",1465.2,"Won","",""
"03/30/2024 14:02","TeamMexicoBets","Ruy","Football","","","","","","Simple","Aguacates",1.8,2000,3600,"","",1600,"Won","",""
"03/29/2024 22:09","TeamMexicoBets","Ruy","Football","","","","","","Simple","Chiapas -1",1.9,2000,3800,"","",1800,"Won","",""
"03/29/2024 19:00","Bet365","Guatepicks","Football","","","","","","Simple","Viña del Mar",1.555,1000,1555,"","",555,"Won","",""
"03/29/2024 18:23","Bet365","Guatepicks","Football","","","","","","Simple","Coquimbo",1.615,2000,3230,"","",1230,"Won","",""
"03/29/2024 14:53","TeamMexicoBets","Ramiro","Baseball","","","","","","Simple","U8.5 Drsgons",1.68,6400,10752,"","",4352,"Won","",""
"03/29/2024 11:46","TeamMexicoBets","Ruy","Football","","","","","","Simple","Tecos ",1.9,1500,2850,"","",1350,"Won","",""
"03/29/2024 09:07","Las Vegas en Vivo","Guatepicks","Football","","","","","","Simple","San Lorenzo ",444,1.85,-1.85,"","",-1.85,"Lost","",""
"03/28/2024 12:22","TeamMexicoBets","Vidente","Tennis","","","","","","Simple","Lamens",2.25,2000,4500,"","",2500,"Won","",""
"03/28/2024 08:19","TeamMexicoBets","","Tennis","","","","","","Simple","Enzo",1.62,3000,4860,"","",1860,"Won","",""
